reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,userLang,app_id
1ea5af56-0c18-44fc-a25b-1ec970b3ad05,Bryan Hoareau,https://play-lh.googleusercontent.com/a-/ALV-UjV0FYGNiLsNFRdw3rql3nzPsOaa0t0eRz-gD1ChzROZN1M,Inaccessible à la Réunion il n'y a pas le +262,1,0,8.0.33,2023-06-07 10:36:31,,,8.0.33,FR,com.tencent.mm
ee877acc-779a-4bbb-9633-6a42575d7972,Sona Nayak,https://play-lh.googleusercontent.com/a/ACg8ocKc9wij4MQG3IkyogkaxAJwGROqgQrabEeOBN8KJM33=mo,Ýv9vv,5,0,2.23.3.77,2023-09-19 12:33:37,,,2.23.3.77,JP,com.whatsapp
5f668e52-c7b1-47f4-8668-434473f5ec03,cristina,https://play-lh.googleusercontent.com/a-/ALV-UjUFH8_OkxvncR0en2kDBunFOxG7oKyiwOwmCNjZyVM2-bqA,È tra le migliori. Utile e ben articolata. Sono recentemente presenti degli errori quali la non visualizzazione delle notifiche dei messaggi. Spero risolviate presto perché vedo altre recensioni con lo stesso problema.,3,0,10.0.8,2023-09-18 09:46:46,"Ciao, se hai problemi con le notifiche dei messaggi ti consigliamo di seguire queste indicazioni: telegram.org/faq/it#problemi-di-notifica",2023-09-18 11:56:15,10.0.8,IT,org.telegram.messenger
431d4576-fe8f-40df-8df3-359fdf4877c5,Present Françeline,https://play-lh.googleusercontent.com/a/ACg8ocLtj1L_qpmmquE91U0MnWhxAmcJ5ZXuVmWMpqPodAXM=mo,Muy perfecto cet applis est parfaitement adapté aux besoins des utilisateurs,5,0,,2023-09-15 00:57:01,,,,FR,org.telegram.messenger
7e15c05a-0dde-49c9-8aa6-b4c1d69440fd,Janja Matanovic-sljivic,https://play-lh.googleusercontent.com/a-/ALV-UjU0QTYFDk3ku-4nB02rfFl46K_YvM5gN5lj9xfm2kfbu7Q,Sehr gut,5,0,20.1.1.0,2023-05-31 11:53:31,,,20.1.1.0,DE,com.viber.voip
522a1d7f-f8d4-4ed1-82f5-85ef11fb9cb7,Daniella Ndukaeze,https://play-lh.googleusercontent.com/a/ACg8ocKLINGR1dtQPkY0UVhNBBiYMXbgq7t_rEKWMQXGqtF8=mo,I lo,5,0,2.22.17.76,2023-09-18 19:58:29,,,2.22.17.76,JP,com.whatsapp
a931ecb4-228a-43e2-83a5-32fc4c8f0ee1,Deepak Saini,https://play-lh.googleusercontent.com/a-/ALV-UjVW8xhT0jDEGB26B3gOPiB4dK6nlNvdDu8WgHKO28rTYx4,Huiii,5,0,,2023-09-18 17:38:49,,,, EN,com.whatsapp
38ac7c81-afa0-49b8-bbb5-6c96950e8584,Kenny Molico,https://play-lh.googleusercontent.com/a-/ALV-UjX9qW1GjI2kQGpx3WCsryJ4naxjvAyc4-n3VrGXZzGZbQ,Nul difficile de s'inscrire et sa me fait beugué le téléphone,1,0,,2023-04-22 17:39:26,,,,FR,com.tencent.mm
842fd324-dc17-4009-958a-1441897d3e61,Diane Ndihokubwayo,https://play-lh.googleusercontent.com/a-/ALV-UjWFHdolrzipqJczmSNuATKnA35w7I36x5qNpwlDsMCuGA,Bonne application mais un problème que j'ai vu si je déconnecte et puis je connecte je commence le promière maintenant je vois le numéro de téléphone est banni,5,0,,2023-09-16 22:51:59,,,,FR,org.telegram.messenger
0e6eb88f-572a-40ca-972b-3e222113f819,Saiman Mew,https://play-lh.googleusercontent.com/a-/ALV-UjVZaGgqddImUsZeqWFLoHcnRrL6ixxb_eRqpqn3pf8Kmig,Saimanjtgg haje hj,5,0,,2023-09-19 07:24:39,,,, EN,org.telegram.messenger
7ec06063-d542-4524-bcfa-b0143dc6a5ce,Yug Patel,https://play-lh.googleusercontent.com/a/ACg8ocIog84LO2B0xRcf-0S1fHzB379g-WLxaUdubwWk4d7o7A=mo,Noob,5,0,10.0.8,2023-09-19 08:24:43,,,10.0.8,JP,org.telegram.messenger
2e03c74b-05fc-4364-b6f6-37897e0aab9d,Stiven Alhasan,https://play-lh.googleusercontent.com/a-/ALV-UjVPgJAlpOrVTkmMH2Y-4uwNUNMw8EcQElC4iz0jN2Oz_Q,Hunter bitte,5,0,8.0.30,2023-03-14 00:54:44,,,8.0.30,DE,com.tencent.mm
f01dd4ff-7b65-4fde-b2fc-ab4c7a6bc671,Moe Moe,https://play-lh.googleusercontent.com/a/ACg8ocJlbk9SXkbireKFse7NIHNcru4nEKa607Oh_Cxe3LXD=mo,good application,5,0,20.9.0.0,2023-09-18 09:17:52,,,20.9.0.0,JP,com.viber.voip
eb93ba37-250b-4443-b7d5-6784f1990009,Imoth Hasaral,https://play-lh.googleusercontent.com/a-/ALV-UjWXKnKh3oXJMAIdgsyC0W17DkJTxYyyoNW7sCyUsb4gyQA,Sri lanka,5,0,2.23.18.79,2023-09-18 17:42:32,,,2.23.18.79,JP,com.whatsapp
1c36b798-cead-46f3-94a2-8c5bf3846b47,Raymy Tech,https://play-lh.googleusercontent.com/a-/ALV-UjWXSq-HKKO-fZhm61BRCi1606gNdcGAMnMHIKcYe8k8Y4g,Too difficult to register. This is why US seems ahead of you. Make it easy and show features.,1,0,,2023-09-15 13:18:26,,,, EN,com.tencent.mm
01986409-76db-4726-a54b-2823ba36c4b7,Suraj Dey,https://play-lh.googleusercontent.com/a/ACg8ocLLaqTwI7htyXQvHUFcI1vOpqGBLkAYqCg-vrEwUBhg=mo,Bohat accha app hai,5,0,,2023-09-19 15:03:13,,,, EN,com.snapchat.android
86ce5952-71df-4114-8749-691fc4255233,Maurizio Muscarello,https://play-lh.googleusercontent.com/a/ACg8ocLLtjnl2I4kVC6FsFx5QLrj71Xhg72eVMDhrvQS88vb=mo,Buongiorno ottima,5,0,425.0.0.29.109,2023-09-15 09:15:40,,,425.0.0.29.109,IT,com.facebook.orca
5e57508b-1d1a-46be-a50f-9b8cbee7ec19,Travers Hull,https://play-lh.googleusercontent.com/a/ACg8ocKA0FVZIlpv46zNBZQLEIyq2pqpSwUG-o5wksVhYwT0=mo,I'm trying to sign back up for an account and this has got to be the most ridiculous sign up procedure I've ever seen. I can't sign up unless I know a friend that uses wechat?,1,0,6.5.4,2023-09-13 14:03:41,,,6.5.4,JP,com.tencent.mm
fafc738c-9a27-4b60-bccf-f26767582545,U Bo Latt,https://play-lh.googleusercontent.com/a/ACg8ocIY0NVzaaYqzsxUmW_Qbwy80rDzqR20OvgwXbhmpGNv=mo,Thank a lots. ကျေးဇူးကမ္ဘာ။ အားလုံးသတ္တဝါတွေ {(နှလုံးစိတ်ဝမ်း ချမ်းမြေ့ကြပါစေ။ ဘေးရန်ကင်းရှင်း ကြပါစေ။ လိုရာဆန္ဒပြည့်ဝ ကြပါစေ။)}. {(သတ္တဝါများစွာ ဘေးရန်ကွာ ချမ်းသာကြပါစေ။မေတ္တာရေချမ်းသွန်းကာဖြန်း ငြိမ်းချမ်း ကြပါစေ။ သက်ရှည်ကျန်းမာ စိတ်ချမ်းသာ လိုရာဆန္ဒ ပြည့်ပါစေ။)}.,5,0,,2023-09-17 02:49:21,"Hello,Your positive feedback means a lot to us. Thank you for taking the time to share your thoughts.",2023-04-05 11:43:51,, EN,com.viber.voip
d8cac9b2-79e1-4da2-901f-a3d4f4dee6d6,Htet Wai Naing,https://play-lh.googleusercontent.com/a-/ALV-UjXCGIgnk-GdihOInP-GrxeYo1SgtB7bZlIekJIXlRMjQA4,Like this app.,4,0,14.1.0.16,2023-09-17 16:24:23,,,14.1.0.16,JP,com.viber.voip
958d09a4-6cf1-4cac-acec-4937322e72c2,yik pi ying,https://play-lh.googleusercontent.com/a/ACg8ocI2vxTQBkV6G9vmW63W__JuR0BVDbg0aF_rr7bevYhf=mo,The The new year my,5,0,8.0.18,2023-09-18 12:24:59,,,8.0.18,JP,com.tencent.mm
feddae78-a310-4d5d-8098-af3bf81884d1,Lorenzo Marconato,https://play-lh.googleusercontent.com/a-/ALV-UjUUH7A5yK4Z1bo3Kel4MWBbwqy0mXajAQGaPE6PKLT1mHs,Bellissima app ma mancano un'infinita di canzoni,4,0,12.48.1.0,2023-08-27 11:47:55,,,12.48.1.0,IT,com.snapchat.android
dc174f48-aac4-41e3-9a1b-5aa5311a6382,Md ainul Haque,https://play-lh.googleusercontent.com/a/ACg8ocLtVe7EuEK0toXrjTVUC6HlkGnKOj8sKgXwkzGeKFwl=mo,"43 ,",2,0,12.37.0.43,2023-09-19 13:37:04,,,12.37.0.43, EN,com.snapchat.android
f6ef9f0e-f35a-44c4-88ba-a677d625b9b8,Moogane Del.,https://play-lh.googleusercontent.com/a/ACg8ocKpMuiIFrWkPSqOmNDssgUtufOSaFF_DZcm8KLSjcS5=mo,"Une cata...impossible d'envoyer des messages avec.. Ça bugge trop, je ne comprends pas pourquoi on nous fait sans cesse changer alors que l'ancien fonctionner très bien, là c'est vraiment du n'importe quoi..je ne peux même plus envoyer de messages à n'importe quel contacts, ça fait que de s'éteindre je ne peux même pas cliquer sur les noms car rien ne se passe, j'ai beau installer-désinstallé l'appli c'est comme ça depuis 2jrs...marre",1,0,426.0.0.27.102,2023-09-18 21:56:32,,,426.0.0.27.102,FR,com.facebook.orca
3a245cdf-559a-45b1-bd63-c15b1f931240,Rachid Top,https://play-lh.googleusercontent.com/a/ACg8ocLdlZJnR5xo46pevfzRfaTgAzn_QYL9WDTwh75PkwEi=mo,Si boon,5,0,2.23.18.79,2023-09-18 13:21:58,,,2.23.18.79,FR,com.whatsapp
554ca2d7-ce0e-4afd-929a-22397a672993,Somnath Karale,https://play-lh.googleusercontent.com/a/ACg8ocI-BQbf1gEi7-CfAPRcrLpr5vmAAPVgdxqwq4D0YVcJObI=mo,Best app for secure messaging,5,0,10.0.8,2023-09-19 11:41:04,,,10.0.8, EN,org.telegram.messenger
50538bb8-4f6c-44c2-ae2a-b5a3588460c4,Valmir Balesi,https://play-lh.googleusercontent.com/a/ACg8ocLwWewh2Vwnn48ThqXIqj1lsSaysejNwZpMWX7mxfpE=mo,Valmirbalesi,5,0,,2023-08-21 00:21:31,,,,IT,com.viber.voip
0084e1c5-b541-470c-9d81-9736d319badd,AARU AARUU,https://play-lh.googleusercontent.com/a/ACg8ocKZv49jw9e11ZUIvyu4_gBE37igFTYCvgALVKoPuTxn=mo,Good application iam rate full,5,1,2.23.17.80,2023-09-18 17:57:59,,,2.23.17.80,JP,com.whatsapp
1f28980e-26bb-46ef-8e05-34a9f699caec,? Mystery Guy ?,https://play-lh.googleusercontent.com/a-/ALV-UjVmGGKc9vPopltqtuzjvzVkpzbLfOD9e6AZndw19tCAma8,Registrierung überhaupt garnicht möglich,1,1,8.0.18,2022-05-27 21:41:52,,,8.0.18,DE,com.tencent.mm
68ddfe3d-8d70-4c4e-9346-03be0abf6d7b,md kdjhdk,https://play-lh.googleusercontent.com/a/ACg8ocJT5OzA4iy3vznKTU0z2VbW1ZMK2REojXIAAmlcxYQX=mo,FAer,5,1,2.23.17.80,2023-09-18 17:45:14,,,2.23.17.80,JP,com.whatsapp
05710e1b-0ba4-4f66-8400-5685a0fb557a,Nicola Pi,https://play-lh.googleusercontent.com/a/ACg8ocIxJECJdYjqVr6j-_n-q-gDLiU8pJHFwfbN6v6mmeY=mo,"Nuovo aggiornamento pessimo, riposizionamento di emoticon e sticker fa schifo....viene ridotta ulteriormente la visuale per inserire emoticon e sticker",1,5,2.23.15.81,2023-09-18 10:33:23,,,2.23.15.81,IT,com.whatsapp
9328316d-2593-41c9-8c91-4822d4377c7e,Marco,https://play-lh.googleusercontent.com/a-/ALV-UjVpgeDvKZzXt8uCWpP5oZtC88ZjvCfvq_uAI812WpD8bFg,"Credo sia la peggior implementazioni di storie della storia dei social, ma che presa per il culo è 7 a settimana? Solamente per pagare la versione Premium..bah senza parole",3,0,10.0.4,2023-08-30 07:33:30,Le storie sono in rilascio graduale per tutti gli utenti di Telegram. I limiti attuali per gli utenti che non hanno Telegram Premium potrebbero essere modificati in futuro mano mano che il rilascio delle storie viene completato su scala globale. Grazie per il feedback!,2023-08-30 12:06:02,10.0.4,IT,org.telegram.messenger
90db6be0-e60c-4965-ab55-c66cb776cb42,Martin Ngalo,https://play-lh.googleusercontent.com/a/ACg8ocIcRAsFPQR1_KD3XRpZ3QzxFg6SGdKDOIxdkYnpFfsZ=mo,"C'était pas mal, mais depuis un moment les telechargement sont trop lent",2,0,10.0.2,2023-09-18 21:14:06,,,10.0.2,FR,org.telegram.messenger
41dc0183-b6a0-4fb0-bbae-5c36f771606c,Chahine Cha,https://play-lh.googleusercontent.com/a/ACg8ocI8lyGUYKqinQVrfPJU8wKheOnT2t66Av1wPhXjz0M-Bg=mo,Pld,5,0,,2023-09-13 18:50:54,,,,FR,com.viber.voip
05e068b8-9cee-4927-8eb8-8e9940fadaa8,Giada Iannelli,https://play-lh.googleusercontent.com/a/ACg8ocJVRbb9eK9RcNVt0C5U67KImqGBBhCIb0FJaxRAYc3n=mo,Non sicura app per pedofili,1,0,,2023-09-12 10:08:34,,,,IT,com.snapchat.android
cb66b6cd-d7fa-487b-968d-83003332db48,Drottningu Saphira,https://play-lh.googleusercontent.com/a-/ALV-UjWHSM8-dLc71N3U26Q1a7HROrq6DTK1KU0u2R3bRW6qVg,Mi piace perché e rimasta una chat discreta ... Tutti sono su wapp 😁,5,1,19.5.3.0,2023-03-01 00:29:47,,,19.5.3.0,IT,com.viber.voip
73523643-50f8-4b87-8e2b-4c6661d9158a,Markus K,https://play-lh.googleusercontent.com/a/ACg8ocJ6PoqK_8Xv3D4btOvdXKojZj5_bdVBv8e7gXVBkoba=mo,Absolute Schrott app. Einmal für eine Zeit nicht mehr genutzt wird sie deaktiviert und du kannst sie nur durch Eingabe von persönlichen Kontakten entsperren. Deren Daten sind aber nur in WeChat und an die kommt man ja nicht mehr 😃😃😃. China ist fortschrittlich aber das ist ein richtig epischer faul von tencent. Absolut dämlich.einrn neuen Account kann man auch nicht machen ausser man will sich für WeChat eine neue Nummer holen. Absoluter Schrott und Kunden unfreundlich. Finger weg.,1,24,8.0.30,2023-04-16 02:21:49,,,8.0.30,DE,com.tencent.mm
9a8e81d0-4d55-4137-83c2-563306d4f56a,Antonella Lopriore,https://play-lh.googleusercontent.com/a/ACg8ocLYTnTKxrLJ3c0GhgnCJJNY1uiaGKnXbvR6YRjcEtOg=mo,"E bbvbbbjbdjkvkwbcdgdbs di, la mia ragazza, il mio amico, e poi ti faccio un po più che bene. Ma la cosa che ti ho fatto una bella",5,0,,2023-07-25 14:37:26,,,,IT,com.viber.voip
2bb9ed36-d276-4796-b7e2-3a3c0092553b,Gerald Ridenour,https://play-lh.googleusercontent.com/a/ACg8ocIgm-0zDvAhi2jdhT5YPzxdhiiuZAZJIjRvRKmNVGQ=mo,Good,5,0,,2023-09-19 14:21:44,,,,JP,com.facebook.orca
f357ac30-7be4-4c37-a28c-2e5ca3471eb6,Arino A. Massie (James Arino Photography),https://play-lh.googleusercontent.com/a-/ALV-UjX0o_EceFzvQImEpJ0OLzOLAt4JEfWJYLSJS0COv4KnLQ,VERY GOOD,5,0,,2023-09-19 11:52:45,,,, EN,org.telegram.messenger
4f09f674-494b-418c-9e79-29e1310bd5e8,Lucia,https://play-lh.googleusercontent.com/a/ACg8ocKEavx02jeW0LCEZCg7i02SLiNctIe2i9tFN54LrVTc=mo,Già usata ed è ottima,5,0,10.0.5,2023-09-02 18:59:08,,,10.0.5,IT,org.telegram.messenger
3a84cc33-f3bb-4e9e-b336-d57b95ee7f67,Marco Riva,https://play-lh.googleusercontent.com/a/ACg8ocK4Qh8JVzta_jivgpVSQOyvmhl1sKMgRQE9IN64-XWzIZ0=mo,Wear os app,1,1,10.0.4,2023-09-05 18:41:46,,,10.0.4,IT,org.telegram.messenger
d7d65036-9653-49f3-b131-bbfb8fae1a61,Sahil Khan,https://play-lh.googleusercontent.com/a/ACg8ocKe8Rg1hQfKUwKfrYmXSx9QMLLPc-lWaZgiqLmV37Xq=mo,Farooq,1,0,10.0.8,2023-09-19 05:49:10,,,10.0.8,JP,org.telegram.messenger
f413605f-748e-4b3c-9451-652ef0635075,Amine Omar,https://play-lh.googleusercontent.com/a/ACg8ocKOob5btr_-MbS-2aD2uvZqvNMoJ92uOS3mvrVrv_eJ=mo,حفيظة,5,0,,2023-09-02 23:37:40,,,,FR,com.viber.voip
ba00edd5-28e9-46c0-bd37-8f1c7e99bd97,Nu Lay,https://play-lh.googleusercontent.com/a/ACg8ocKxRCV4uUbHtTsx5ffJ0LNEgvIHHb88j7RUlzaerhs8=mo,good,5,0,,2023-09-17 14:13:23,,,, EN,com.viber.voip
86b2496a-725e-4800-86b8-51d24fb7526f,Yarawan agou,https://play-lh.googleusercontent.com/a-/ALV-UjVnt82VJYs0dFI1kHF_ZC5N6e_xI8wrXJ9-uC3yISchnA,G9h c good uv,2,0,,2023-09-19 14:14:35,,,,JP,com.snapchat.android
1f45c52a-0c55-4072-9eb4-d0b6d6938c1e,Lamine Rabah,https://play-lh.googleusercontent.com/a-/ALV-UjXxu4PMd2JMB9VsgwIi4nyVVUgdGM7_NRC0f4nBqOlKHpE,🎩,5,0,20.8.1.0,2023-09-08 21:34:23,,,20.8.1.0,FR,com.viber.voip
e6f83fba-41fa-48c0-b3b7-2675e4342ead,Serafino Romeo,https://play-lh.googleusercontent.com/a-/ALV-UjVSwJTpiPSNysrarfBONjluKDINYMomXHuaOjPqGF9j9v1U,Eccellente,5,0,,2023-03-02 19:43:15,,,,IT,com.viber.voip
e9c28eea-af59-47b8-a47d-281b47d02950,ajay ornopia,https://play-lh.googleusercontent.com/a-/ALV-UjWkTIU1bcj6_fj6z5nCYU9GL2l8wlrXabv8vHWQNKbQn6g,Okay,5,0,426.0.0.27.102,2023-09-19 14:02:18,,,426.0.0.27.102, EN,com.facebook.orca
6b93fc94-3074-45c4-81f6-8a326f78e475,Gabriele Molinari,https://play-lh.googleusercontent.com/a/ACg8ocIVjmftslVygBrQu1vDm2PGIL4fiqOFTntEGedYSY9Y=mo,Super,5,0,12.49.0.67,2023-09-09 14:49:11,,,12.49.0.67,IT,com.snapchat.android
afbc8413-cd4a-4721-8437-d19222754f7b,Jaanki,https://play-lh.googleusercontent.com/a/ACg8ocJMBk4Vzl0ly4_Nb-X4ucAdq8s9lxuJGp6_5YOdZUJd=mo,Thank f,4,0,,2023-09-19 12:30:19,,,, EN,com.snapchat.android
873677ec-d7b8-47ab-912e-593bd89583a8,Akram Babu as,https://play-lh.googleusercontent.com/a/ACg8ocLtweqDfPW-c8LOS_Wv_sGUOGbPRhEutU3fr2MK2NGC=mo,I love you,5,1,2.23.18.79,2023-09-19 07:37:23,,,2.23.18.79, EN,com.whatsapp
021643d3-802f-40f9-b074-f3b81bfe11f2,Cantik Keren,https://play-lh.googleusercontent.com/a/ACg8ocL2kIfveturMreruYB8odDfhzx060dtZRtvVSgZZEh-=mo,Mantapp,5,0,,2023-09-16 14:37:59,,,,JP,com.tencent.mm
15ae6edf-454f-491b-b820-96d67e490def,Steve _IG,https://play-lh.googleusercontent.com/a-/ALV-UjUpuQyqzuxRbPBXZ5SMkub8rYxhIcdEmqyTygQclOzxBpo,Very bad experience shhhhhh👎👎👎,1,0,12.42.0.60,2023-09-19 14:30:44,,,12.42.0.60,JP,com.snapchat.android
81c7e60c-7360-45aa-b83d-ffeece9dc5f3,Krisel Montealegre,https://play-lh.googleusercontent.com/a-/ALV-UjXbbXdMLhwJcPNYrDb81XWx5RoElPNyVbqxjRg9au8ypw,2 𝗅𝖺𝗇𝗀 𝗐𝖺𝗅𝖺𝗇𝗀 𝗇𝗈𝗍𝖾𝗌 𝖾𝗁 𝗁𝖺𝗁𝖺𝗁𝗁𝖺𝖺,2,0,426.0.0.27.102,2023-09-19 12:46:40,,,426.0.0.27.102,JP,com.facebook.orca
d78b045d-3ad4-41f1-92ec-c553be7b2447,Ivan Kyrtev,https://play-lh.googleusercontent.com/a-/ALV-UjW7Wvce4zTHj2BSxXNKH-weZYLLs-jgcGjGcuI-EarimA,приложението ви забива страшно много отделно че е излизат известия когато някой ми пише оправете си бъговете,1,0,20.9.0.0,2023-09-17 19:54:59,,,20.9.0.0, EN,com.viber.voip
109d0ac7-b47f-4247-9123-4a7e6ae19b9a,Fahd Boukhari,https://play-lh.googleusercontent.com/a/ACg8ocILo-_iJBFuNSuea_fHcAicolUKumDkyarvPpwo8REm=mo,Oki MRC,5,0,,2023-09-13 19:55:55,,,,FR,com.viber.voip
815ac53c-2fc6-4184-82dc-c3c374ba7b4b,asm min,https://play-lh.googleusercontent.com/a-/ALV-UjVQtRLWHwjEK3zJFvgvGEOFiuMOREU9q8EAW6xi8Lzpb2A,🍧🍧😃☂🍡🍬🎃🍡🍡🍬😍😍😘😘☺😃😃😝🍱🍡☺🤠😃😝😊😝😝😍😝😝,1,0,20.8.1.0,2023-09-18 05:29:19,,,20.8.1.0, EN,com.viber.voip
de1d31f6-f174-4c88-913a-e3fb3d3e70e3,Elza Burprich,https://play-lh.googleusercontent.com/a/ACg8ocJqx0ZAK2I0YdqEKUzvFWOaC4gqaCpyTCMLGkr2yNBT=mo,Optimal,5,1,425.0.0.29.109,2023-09-13 16:01:22,,,425.0.0.29.109,DE,com.facebook.orca
8bc658d6-e509-4986-874e-2740bee65d63,Edouard Neumann (EDUARDISSIMO),https://play-lh.googleusercontent.com/a-/ALV-UjXvaC-rfuNRt7BkY3g2WJYXzRjwFgx2wvt2wI_1EVbBKvo,Super,5,0,10.0.1,2023-09-13 15:05:14,,,10.0.1,DE,org.telegram.messenger
261932d9-fa52-4fa2-9059-5b0d7b825475,Ferhat Moussaoui,https://play-lh.googleusercontent.com/a/ACg8ocILxhGCt4CBAR_Vj8SE6c5-l0VieX7zeIs4jzqhXK7m=mo,Bien,5,0,20.8.1.0,2023-09-08 11:52:51,,,20.8.1.0,FR,com.viber.voip
b73ed57f-6bd6-4f25-93d7-74da29ea57bc,mirko hamburg,https://play-lh.googleusercontent.com/a/ACg8ocJIjhaMKilP3NQLXLnFwX0AsRlAGQqoz_eVccDI8jR5=mo,Snapname:GeilerboyHH25 Suche Girls ab 18 zum schreiben oder mehr...bin für alles offen und liege geil im Bett. LG,5,0,,2023-09-10 02:14:26,,,,DE,com.snapchat.android
309cb64b-aa2f-4d93-8230-3d5e9face51b,Francesco Ferariu,https://play-lh.googleusercontent.com/a-/ALV-UjWsPquFynqFbscyVxNsyPPe-XKfMJkAkyHRrr1Ohg2xPg,17 ani. Liceo artistico,5,0,2.23.18.79,2023-09-17 12:55:53,,,2.23.18.79,IT,com.whatsapp
d8b1c9ac-530e-4616-972e-dbba4c383f6d,Jagdish Baraiya,https://play-lh.googleusercontent.com/a/ACg8ocL6IqKi9H0p9X9qCrh4WPex_yyEK3c-5ZYmbtx1fP-9=mo,Good se,5,1,,2023-09-18 17:54:19,,,, EN,com.whatsapp
7c5e250e-f59c-48e1-be55-42fc73f5dd5a,Pansingh Adivasi,https://play-lh.googleusercontent.com/a/ACg8ocLmrDFKE8CYgoIo7zhygE5fSo8H28xNM2Rwo2zII6lo=mo,Love g5,5,0,12.45.0.55,2023-09-19 14:47:02,,,12.45.0.55, EN,com.snapchat.android
a702b172-e3a9-4d37-9e14-0807a807450c,Martin Fortwängler,https://play-lh.googleusercontent.com/a-/ALV-UjW4NIrv5IM-JM7GdYujCFjWHCGiVZRD8DQtw3MbpA5u4d8A,Der fast beste messenger,5,1,425.0.0.29.109,2023-09-13 03:45:24,,,425.0.0.29.109,DE,com.facebook.orca
5ed3e534-4f95-4587-871d-9b14c7b5cddd,moussa zouloufaou,https://play-lh.googleusercontent.com/a/ACg8ocLBzyODkrJn1NJDbOCdTMMfHmkT9QKpOV0gKsRs346m=mo,Je suis fière de vous rencontrer pour vous contacter pour plus de vidéo,4,0,,2023-09-18 10:21:33,,,,FR,org.telegram.messenger
